E-24-205-NS-66;PARADA 12 / (M) SANTA ROSA;-33.5436118820168;-70.6340148506128
E-25-205-NS-76;PARADA 7 / DEPARTAMENTAL - SANTA ROSA;-33.506682371862;-70.6387997185307
E-25-205-NS-77;PARADA 5 / DEPARTAMENTAL - SANTA ROSA;-33.5078660231198;-70.6386282612581
E-25-228-NS-41;PARADA 3 / (M) DEPARTAMENTAL;-33.5038848728721;-70.6552169517735
E-25-228-SN-16;PARADA 2 / (M) DEPARTAMENTAL;-33.5039528730549;-70.6548522474414
E-25-89-OP-21;PARADA 1 / (M) DEPARTAMENTAL;-33.5036579764442;-70.6539746977168
E-25-89-PO-16;PARADA 4 / (M) DEPARTAMENTAL;-33.5033517395302;-70.6559710877578
E-25-89-PO-36;PARADA 6 / DEPARTAMENTAL - SANTA ROSA;-33.5072054817894;-70.6394770181239
E-31-12-NS-55;PARADA 8 / (M) MACUL;-33.5081517840511;-70.5904159401209
E-31-12-SN-10;PARADA 7 / (M) MACUL;-33.509245742721;-70.5894993612277
E-31-12-SN-5;PARADA 6 / (M) MACUL;-33.5098301352876;-70.5896392350141
E-31-134-SN-5;PARADA 1 / (M) PEDRERO;-33.5077349627104;-70.6128861752122
E-31-254-NS-60;PARADA 1 / (M) MACUL;-33.5083392922657;-70.5898595724163
E-31-293-PO-5;PARADA 6 / (M) GRECIA;-33.4703294588071;-70.5776833571787
E-31-89-OP-35;PARADA 2 / (M) PEDRERO;-33.5081839846852;-70.6116457332162
E-31-89-OP-40;PARADA 3 / (M) PEDRERO;-33.5081886589497;-70.6119795440189
E-32-12-SN-55;PARADA 3 / (M) GRECIA;-33.4706807205096;-70.5763015906814
E-32-156-OP-90;PARADA 2 / (M) GRECIA;-33.4692672298676;-70.5754043901632
E-32-254-SN-5;PARADA 2 / (M) MACUL;-33.5089186355998;-70.5889874039993
E-33-12-NS-30;PARADA 3 / (M) BELLAVISTA DE LA FLORIDA;-33.5214952105254;-70.5977017755318
